Rank,Rating,Title,Ratings,Variance,Confidences,URL’s,Review Title,Review Text,Decision,Area Chair’s Comment
903,5,Understanding the Effectiveness of Lipschitz-Continuity in Generative Adversarial Nets,"6,4,5",0.82,"4,4,4",https://openreview.net/forum?id=r1zOg309tX,,,,
904,4.93,A Case for Object Compositionality in Deep Generative Models of Images,"5,4,6",0.82,"5,5,4",https://openreview.net/forum?id=BJgEjiRqYX,,,,
905,4.93,Unlabeled Disentangling of GANs with Guided Siamese Networks,"4,6,5,5",0.71,"4,3,4,4",https://openreview.net/forum?id=H1e0-30qKm,,,,
906,4.93,Canonical Correlation Analysis with Implicit Distributions,"5,6,4",0.82,"5,4,5",https://openreview.net/forum?id=Hy4R2oRqKQ,,,,
907,4.92,Graph2Seq: Scalable Learning Dynamics for Graphs,"6,5,4",0.82,"3,5,4",https://openreview.net/forum?id=Ske7ToC5Km,,,,
908,4.92,Correction Networks: Meta-Learning for Zero-Shot Learning,"4,4,7",1.41,"5,4,4",https://openreview.net/forum?id=r1xurn0cKQ,,,,
909,4.92,Dynamic Graph Representation Learning via Self-Attention Networks,"4,6,5",0.82,"5,4,4",https://openreview.net/forum?id=HylsgnCcFQ,,,,
910,4.92,End-to-end learning of pharmacological assays from high-resolution microscopy images,"6,3,5",1.25,"5,3,4",https://openreview.net/forum?id=S1gBgnR9Y7,,,,
911,4.92,"Unicorn: Continual learning with a universal, off-policy agent","4,5,6",0.82,"5,4,4",https://openreview.net/forum?id=H1MBuiAqtX,,,,
912,4.92,Analyzing Federated Learning through an Adversarial Lens,"5,4,6",0.82,"4,5,4",https://openreview.net/forum?id=BkewX2C9tX,,,,
913,4.92,Unified recurrent network for many feature types,"4,6,4,7",1.3,"4,3,4,2",https://openreview.net/forum?id=Hkxarj09Y7,,,,
914,4.92,Deep Reinforcement Learning of Universal Policies with Diverse Environment Summaries,"4,6,5",0.82,"5,4,4",https://openreview.net/forum?id=rJe1y3CqtX,,,,
915,4.92,Human-Guided Column Networks: Augmenting Deep Learning with Advice,"6,4,5",0.82,"3,4,5",https://openreview.net/forum?id=HJeOMhA5K7,,,,
916,4.91,Likelihood-based Permutation Invariant Loss Function for Probability Distributions,"5,6,4",0.82,"4,3,4",https://openreview.net/forum?id=rJxpuoCqtQ,,,,
917,4.91,Conditional Network Embeddings,"4,6,5",0.82,"4,3,4",https://openreview.net/forum?id=ryepUj0qtX,,,,
918,4.91,Few-shot Classification on Graphs with Structural Regularized GCNs,"4,6,5",0.82,"4,3,4",https://openreview.net/forum?id=r1znKiAcY7,,,,
919,4.91,The Effectiveness of Pre-Trained Code Embeddings,"6,4,5",0.82,"3,4,4",https://openreview.net/forum?id=H1glKiCqtm,,,,
920,4.91,Learning to Refer to 3D Objects with Natural Language,"5,6,4",0.82,"4,3,4",https://openreview.net/forum?id=rkgZ3oR9FX,,,,
921,4.91,COLLABORATIVE MULTIAGENT REINFORCEMENT LEARNING IN HOMOGENEOUS SWARMS,"6,4,5",0.82,"3,4,4",https://openreview.net/forum?id=ByeDojRcYQ,,,,
922,4.91,Towards Language Agnostic Universal Representations,"5,4,6",0.82,"4,4,3",https://openreview.net/forum?id=r1l9Nj09YQ,,,,
923,4.9,Adaptive Neural Trees,"4,5,6",0.82,"4,3,3",https://openreview.net/forum?id=ByN7Yo05YX,,,,
924,4.9,Using Ontologies To Improve Performance In Massively Multi-label Prediction,"6,5,4",0.82,"3,3,4",https://openreview.net/forum?id=r1g1LoAcFm,,,,
925,4.9,Understand the dynamics of GANs via Primal-Dual Optimization,"4,5,6",0.82,"4,3,3",https://openreview.net/forum?id=rylIy3R9K7,,,,
926,4.9,Interpretable Continual Learning,"4,5,6",0.82,"4,3,3",https://openreview.net/forum?id=S1g9N2A5FX,,,,
927,4.9,The Importance of Norm Regularization in Linear Graph Embedding: Theoretical Analysis and Empirical Demonstration,"7,4,4",1.41,"3,3,4",https://openreview.net/forum?id=B1e9csRcFm,,,,
928,4.89,Multi-agent Deep Reinforcement Learning with Extremely Noisy Observations,"7,3,6",1.7,"2,4,3",https://openreview.net/forum?id=HylSk205YQ,,,,
929,4.89,Low Latency Privacy Preserving Inference,"4,6,5",0.82,"3,2,4",https://openreview.net/forum?id=rJl8viCqKQ,,,,
930,4.87,On the Margin Theory of Feedforward Neural Networks,"5,5,3,7",1.41,"4,4,4,3",https://openreview.net/forum?id=HJGtFoC5Fm,,,,
931,4.86,Optimistic Acceleration for Optimization,"5,6,5,4",0.71,"4,2,4,4",https://openreview.net/forum?id=HkghV209tm,,,,
932,4.86,A Better Baseline for Second Order Gradient Estimation in Stochastic Computation Graphs,"6,5,6,3",1.22,"3,4,3,4",https://openreview.net/forum?id=H1x3SnAcYQ,,,,
933,4.85,Robust Determinantal Generative Classifier for Noisy Labels and Adversarial Attacks,"3,7,4",1.7,"4,5,4",https://openreview.net/forum?id=rkle3i09K7,,,,
934,4.85,Approximation capability of neural networks on sets of probability measures and tree-structured data,"6,5,4",0.82,"3,5,5",https://openreview.net/forum?id=HklJV3A9Ym,,,,
935,4.85,Where and when to look? Spatial-temporal attention for action recognition in videos,"6,3,6",1.41,"4,5,4",https://openreview.net/forum?id=BkesJ3R9YX,,,,
936,4.85,Reduced-Gate Convolutional LSTM Design Using Predictive Coding for Next-Frame Video Prediction,"5,3,7",1.63,"4,5,4",https://openreview.net/forum?id=rJEyrjRqYX,,,,
937,4.83,SnapQuant: A Probabilistic and Nested Parameterization for Binary Networks,"4,6,5",0.82,"5,3,4",https://openreview.net/forum?id=B1ePui0ctQ,,,,
938,4.83,Effective Path: Know the Unknowns of Neural Network,"4,4,6",0.94,"4,3,5",https://openreview.net/forum?id=rJeQYjRqYX,,,,
939,4.83,Zero-shot Dual Machine Translation,"4,6,5",0.82,"5,3,4",https://openreview.net/forum?id=ByecAoAqK7,,,,
940,4.83,Structured Content Preservation for Unsupervised Text Style Transfer,"5,6,4",0.82,"4,3,5",https://openreview.net/forum?id=S1lCbhAqKX,,,,
941,4.83,What Information Does a ResNet Compress?,"4,4,6",0.94,"4,3,5",https://openreview.net/forum?id=HklbTjRcKX,,,,
942,4.83,The Anisotropic Noise in Stochastic Gradient Descent: Its Behavior of Escaping from Minima and Regularization Effects,"4,6,5",0.82,"5,3,4",https://openreview.net/forum?id=H1M7soActX,,,,
943,4.82,Metric-Optimized Example Weights,"4,4,7",1.41,"4,4,3",https://openreview.net/forum?id=SklgHoRqt7,,,,
944,4.82,NATTACK: A STRONG AND UNIVERSAL GAUSSIAN BLACK-BOX ADVERSARIAL ATTACK,"7,4,4",1.41,"3,3,5",https://openreview.net/forum?id=ryeoxnRqKQ,,,,
945,4.82,Probabilistic Semantic Embedding,"7,4,4",1.41,"3,4,4",https://openreview.net/forum?id=r1xwqjRcY7,,,,
946,4.82,Reinforced Imitation Learning from Observations,"6,5,4",0.82,"2,5,4",https://openreview.net/forum?id=rklhb2R9Y7,,,,
947,4.82,Learning and Planning with a Semantic Model,"4,7,4",1.41,"4,3,4",https://openreview.net/forum?id=SJgs1n05YQ,,,,
948,4.82,Visual Imitation with a Minimal Adversary,"5,3,6",1.25,"4,3,4",https://openreview.net/forum?id=rygVV205KQ,,,,
949,4.82,Intrinsic Social Motivation via Causal Influence in Multi-Agent RL,"5,4,6",0.82,"3,5,3",https://openreview.net/forum?id=B1lG42C9Km,,,,
950,4.8,Advocacy Learning,"4,4,8",1.89,"4,4,2",https://openreview.net/forum?id=BJlyznAcFm,,,,
951,4.8,"CNNSAT: Fast, Accurate Boolean Satisfiability using Convolutional Neural Networks","4,6,5",0.82,"4,2,4",https://openreview.net/forum?id=ryxhynC9KX,,,,
952,4.8,Representation-Constrained Autoencoders and an Application to Wireless Positioning,"5,4,6",0.82,"4,4,2",https://openreview.net/forum?id=ryemosC9tm,,,,
953,4.8,Augmented Cyclic Adversarial Learning for Low Resource Domain Adaptation,"8,3,5",2.05,"2,4,4",https://openreview.net/forum?id=B1G9doA9F7,,,,
954,4.8,TherML: The Thermodynamics of Machine Learning,"7,3,5",1.63,"3,4,3",https://openreview.net/forum?id=HJeQToAqKQ,,,,
955,4.8,Security Analysis of Deep Neural Networks Operating in the Presence of Cache Side-Channel Attacks,"4,6,4",0.94,"4,4,2",https://openreview.net/forum?id=rk4Wf30qKQ,,,,
956,4.8,MARGINALIZED AVERAGE ATTENTIONAL NETWORK FOR WEAKLY-SUPERVISED LEARNING,"5,6,3",1.25,"3,4,3",https://openreview.net/forum?id=HkljioCcFQ,,,,
957,4.8,Towards a better understanding of Vector Quantized Autoencoders,"5,7,3,4",1.48,"4,4,4,3",https://openreview.net/forum?id=HkGGfhC5Y7,,,,
958,4.78,On Regularization and Robustness of Deep Neural Networks,"5,4,6",0.82,"3,4,2",https://openreview.net/forum?id=HkMlGnC9KQ,,,,
959,4.78,Probabilistic Binary Neural Networks,"6,5,3",1.25,"4,2,3",https://openreview.net/forum?id=B1fysiAqK7,,,,
960,4.78,Learning Information Propagation in the Dynamical Systems via Information Bottleneck Hierarchy,"5,4,5",0.47,"3,2,4",https://openreview.net/forum?id=rJgTciR9tm,,,,
961,4.77,Variational Smoothing in Recurrent Neural Network Language Models,"7,6,2",2.16,"4,4,5",https://openreview.net/forum?id=SygQvs0cFQ,,,,
962,4.77,Open Vocabulary Learning on Source Code with a Graph-Structured Cache,"4,4,6",0.94,"4,4,5",https://openreview.net/forum?id=SkNSehA9FQ,,,,
963,4.77,Like What You Like: Knowledge Distill via Neuron Selectivity Transfer,"4,4,6",0.94,"4,4,5",https://openreview.net/forum?id=rJf0BjAqYX,,,,
964,4.77,Three continual learning scenarios and a case for generative replay,"4,4,6",0.94,"4,4,5",https://openreview.net/forum?id=ByGVui0ctm,,,,
965,4.77,Unsupervised Image to Sequence Translation with Canvas-Drawer Networks,"4,6,4",0.94,"4,5,4",https://openreview.net/forum?id=ByeLBj0qFQ,,,,
966,4.76,Multi-turn Dialogue Response Generation in an Adversarial Learning Framework,"4,4,6,5",0.83,"4,4,4,5",https://openreview.net/forum?id=SJxzPsAqFQ,,,,
967,4.75,Deep Curiosity Search: Intra-Life Exploration Can Improve Performance on Challenging Deep Reinforcement Learning Problems,"5,5,4",0.47,"3,3,2",https://openreview.net/forum?id=BkeDEoCctQ,,,,
968,4.75,Dynamic Planning Networks,"4,6,5",0.82,"5,2,5",https://openreview.net/forum?id=SJ4vTjRqtQ,,,,
969,4.75,Iteratively Learning from the Best,"6,3,6",1.41,"3,5,4",https://openreview.net/forum?id=HJglg2A9FX,,,,
970,4.75,When Will Gradient Methods Converge to Max-margin Classifier under ReLU Models?,"5,4,5",0.47,"5,3,4",https://openreview.net/forum?id=Hygv0sC5F7,,,,
971,4.73,Link Prediction in Hypergraphs using Graph Convolutional Networks,"6,5,4",0.82,"2,4,5",https://openreview.net/forum?id=ryeaZhRqFm,,,,
972,4.73,GENERALIZED ADAPTIVE MOMENT ESTIMATION,"3,4,7",1.7,"4,3,4",https://openreview.net/forum?id=HJxFrs09YQ,,,,
973,4.73,MixFeat: Mix Feature in Latent Space Learns Discriminative Space,"6,4,4",0.94,"4,4,3",https://openreview.net/forum?id=HygT9oRqFX,,,,
974,4.73,PAIRWISE AUGMENTED GANS WITH ADVERSARIAL RECONSTRUCTION LOSS,"4,5,5",0.47,"3,4,4",https://openreview.net/forum?id=BJGfCjA5FX,,,,
975,4.73,Effective and Efficient Batch Normalization Using Few Uncorrelated Data for Statistics' Estimation,"4,5,5",0.47,"3,3,5",https://openreview.net/forum?id=HkGsHj05tQ,,,,
976,4.73,Manifold Alignment via Feature Correspondence,"5,5,4",0.47,"4,4,3",https://openreview.net/forum?id=SkGNrnC9FQ,,,,
977,4.73,Expressiveness in Deep Reinforcement Learning,"6,4,4",0.94,"4,3,4",https://openreview.net/forum?id=HJxXynC9t7,,,,
978,4.73,Integral Pruning on Activations and Weights for Efficient Neural Networks,"4,5,5",0.47,"3,4,4",https://openreview.net/forum?id=HyevnsCqtQ,,,,
979,4.73,Gradient Descent Happens in a Tiny Subspace,"4,4,6",0.94,"3,4,4",https://openreview.net/forum?id=ByeTHsAqtX,,,,
980,4.73,Improved resistance of neural networks to adversarial images through generative pre-training,"4,4,6",0.94,"4,3,4",https://openreview.net/forum?id=HJlEUoR9Km,,,,
981,4.73,Neural Variational Inference For Embedding Knowledge Graphs,"5,5,4",0.47,"3,5,3",https://openreview.net/forum?id=HJM4rsRqFX,,,,
982,4.73,Double Neural Counterfactual Regret Minimization,"5,6,4",0.82,"4,2,5",https://openreview.net/forum?id=Bkeuz20cYm,,,,
983,4.73,Self-Supervised Generalisation with Meta Auxiliary Learning,"4,4,6",0.94,"3,4,4",https://openreview.net/forum?id=S1gd7nCcF7,,,,
984,4.73,Architecture Compression,"6,4,4",0.94,"4,3,4",https://openreview.net/forum?id=BygGNnCqKQ,,,,
985,4.71,A fast quasi-Newton-type method for large-scale stochastic optimisation,"5,5,4",0.47,"5,5,4",https://openreview.net/forum?id=Hkg1csA5Y7,,,,
986,4.7,Characterizing Attacks on Deep Reinforcement Learning,"5,4,5",0.47,"4,3,3",https://openreview.net/forum?id=ryewE3R5YX,,,,
987,4.7,Feature prioritization and regularization improve standard accuracy and adversarial robustness,"5,4,5",0.47,"5,3,2",https://openreview.net/forum?id=ryG2Cs09Y7,,,,
988,4.7,SSoC: Learning Spontaneous and Self-Organizing Communication for Multi-Agent Collaboration,"4,5,5",0.47,"3,3,4",https://openreview.net/forum?id=rJ4vlh0qtm,,,,
989,4.7,Stochastic Learning of Additive Second-Order Penalties with Applications to Fairness,"5,5,4",0.47,"3,4,3",https://openreview.net/forum?id=Bke0rjR5F7,,,,
990,4.69,Pooling Is Neither Necessary nor Sufficient for Appropriate Deformation Stability in CNNs,"5,4,5,5",0.43,"5,4,2,2",https://openreview.net/forum?id=HJeuOiRqKQ,,,,
991,4.69,Analysis of Memory Organization for Dynamic Neural Networks,"7,5,3",1.63,"3,5,5",https://openreview.net/forum?id=H1gRM2A5YX,,,,
992,4.69,Variational Sparse Coding,"4,5,5",0.47,"4,5,4",https://openreview.net/forum?id=SkeJ6iR9Km,,,,
993,4.69,Rectified Gradient: Layer-wise Thresholding for Sharp and Coherent Attribution Maps,"5,5,4",0.47,"5,4,4",https://openreview.net/forum?id=Hkemdj09YQ,,,,
994,4.69,An Energy-Based Framework for Arbitrary Label Noise Correction,"5,4,5",0.47,"4,4,5",https://openreview.net/forum?id=Hyxu6oAqYX,,,,
995,4.67,Boosting Trust Region Policy Optimization by Normalizing flows Policy,"6,4,4",0.94,"4,4,4",https://openreview.net/forum?id=SJNRHiAcYX,,,,
996,4.67,Successor Options : An Option Discovery Algorithm for Reinforcement Learning,"4,5,6,4",0.83,"5,4,4,5",https://openreview.net/forum?id=Byxr73R5FQ,,,,
997,4.67,Sparse Binary Compression: Towards Distributed Deep Learning with minimal Communication,"6,3,5",1.25,"4,4,4",https://openreview.net/forum?id=B1edvs05Y7,,,,
998,4.67,Partially Mutual Exclusive Softmax for Positive and Unlabeled data,"5,4,5",0.47,"4,4,4",https://openreview.net/forum?id=rkx0g3R5tX,,,,
999,4.67,Learning Gibbs-regularized GANs with variational discriminator reparameterization,"5,5,4",0.47,"3,5,4",https://openreview.net/forum?id=BJlpCsC5Km,,,,
1000,4.67,Scalable Neural Theorem Proving on Knowledge Bases and Natural Language,"4,5,5",0.47,"3,3,3",https://openreview.net/forum?id=BJzmzn0ctX,,,,
1001,4.67,HIGHLY EFFICIENT 8-BIT LOW PRECISION INFERENCE OF CONVOLUTIONAL NEURAL NETWORKS,"6,4,4",0.94,"4,4,4",https://openreview.net/forum?id=SklzIjActX,,,,
1002,4.67,Using GANs for Generation of Realistic City-Scale Ride Sharing/Hailing Data Sets,"4,5,5",0.47,"4,4,4",https://openreview.net/forum?id=H1eMBn09Km,,,,
1003,4.67,Text Infilling,"3,5,6",1.25,"4,4,4",https://openreview.net/forum?id=r1zmVhCqKm,,,,
1004,4.67,Learning with Little Data: Evaluation of Deep Learning Algorithms,"6,4,4",0.94,"4,3,5",https://openreview.net/forum?id=rylU8oRctX,,,,
1005,4.67,Penetrating the Fog: the Path to Efficient CNN Models,"5,4,5",0.47,"3,3,3",https://openreview.net/forum?id=rJlg1n05YX,,,,
1006,4.67,Efficient Dictionary Learning with Gradient Descent,"5,4,5",0.47,"4,3,2",https://openreview.net/forum?id=HyxlHsActm,,,,
1007,4.67,The Expressive Power of Gated Recurrent Units as a Continuous Dynamical System,"5,4,5",0.47,"4,4,4",https://openreview.net/forum?id=H1eiZnAqKm,,,,
1008,4.67,Mode Normalization,"5,6,3",1.25,"4,4,4",https://openreview.net/forum?id=HyN-M2Rctm,,,,
1009,4.67,Count-Based Exploration with the Successor Representation,"5,5,4",0.47,"4,2,3",https://openreview.net/forum?id=S1giVsRcYm,,,,
1010,4.67,Computation-Efficient Quantization Method for Deep Neural Networks,"4,5,5",0.47,"4,4,4",https://openreview.net/forum?id=SyxnvsAqFm,,,,
1011,4.67,Dual Skew Divergence Loss for Neural Machine Translation,"3,6,5",1.25,"4,4,4",https://openreview.net/forum?id=ryxaSsActQ,,,,
1012,4.67,Online Bellman Residue Minimization via Saddle Point Optimization,"5,5,4",0.47,"4,4,4",https://openreview.net/forum?id=Skxqni09KX,,,,
1013,4.67,Parameter efficient training of deep convolutional neural networks by dynamic sparse reparameterization,"4,4,6",0.94,"4,4,4",https://openreview.net/forum?id=S1xBioR5KX,,,,
1014,4.67,Novel positional encodings to enable tree-structured transformers,"5,3,6",1.25,"3,3,3",https://openreview.net/forum?id=SJerEhR5Km,,,,
1015,4.67,SupportNet: solving catastrophic forgetting in class incremental learning with support data,"6,4,4",0.94,"4,4,4",https://openreview.net/forum?id=BkxSHsC5FQ,,,,
1016,4.67,Learning to Drive by Observing the Best and Synthesizing the Worst,"3,6,5",1.25,"4,4,4",https://openreview.net/forum?id=SkGtjjR5t7,,,,
1017,4.67,Siamese Capsule Networks,"5,6,3",1.25,"4,4,4",https://openreview.net/forum?id=SyeQFiCcF7,,,,
1018,4.67,Unsupervised Disentangling Structure and Appearance,"6,5,3",1.25,"4,4,4",https://openreview.net/forum?id=B1l1b205KX,,,,
1019,4.67,Zero-training Sentence Embedding via Orthogonal Basis,"5,4,5",0.47,"4,4,4",https://openreview.net/forum?id=rJedbn0ctQ,,,,
1020,4.67,Over-parameterization Improves Generalization in the XOR Detection Problem,"4,5,5",0.47,"4,4,4",https://openreview.net/forum?id=HyGLy2RqtQ,,,,
1021,4.64,Investigating CNNs' Learning Representation under label noise,"5,4,5",0.47,"4,5,5",https://openreview.net/forum?id=H1xmqiAqFm,,,,
1022,4.64,Measuring Density and Similarity of Task Relevant Information in Neural Representations,"4,5,5",0.47,"4,4,3",https://openreview.net/forum?id=Hye64hA9tm,,,,
1023,4.64,ON BREIMAN’S DILEMMA IN NEURAL NETWORKS: SUCCESS AND FAILURE OF NORMALIZED MARGINS,"4,5,5",0.47,"4,4,3",https://openreview.net/forum?id=Byl_ciRcY7,,,,
1024,4.64,Learning Graph Representations by Dendrograms,"4,5,5",0.47,"4,4,3",https://openreview.net/forum?id=SkxANsC9tQ,,,,
1025,4.64,Multi-Grained Entity Proposal Network for Named Entity Recognition,"5,5,4",0.47,"4,3,4",https://openreview.net/forum?id=HkeKVh05Fm,,,,
1026,4.64,SEGEN: SAMPLE-ENSEMBLE GENETIC EVOLUTIONARY NETWORK MODEL,"5,5,4",0.47,"2,5,4",https://openreview.net/forum?id=HJgVisRqtX,,,,
1027,4.64,On the Geometry of Adversarial Examples,"5,3,6",1.25,"3,4,4",https://openreview.net/forum?id=H1lug3R5FX,,,,
1028,4.64,Exploiting Environmental Variation to Improve Policy Robustness in Reinforcement Learning,"5,3,6",1.25,"3,4,4",https://openreview.net/forum?id=SJgTps0qtQ,,,,
1029,4.64,Differential Equation Networks,"5,4,5",0.47,"3,4,4",https://openreview.net/forum?id=r1xwS3RqKQ,,,,
1030,4.64,Outlier Detection from Image Data,"4,5,5",0.47,"4,3,4",https://openreview.net/forum?id=HygTE309t7,,,,
1031,4.64,CGNF: Conditional Graph Neural Fields,"5,4,5",0.47,"4,5,5",https://openreview.net/forum?id=ryxMX2R9YQ,,,,
1032,4.64,Predictive Uncertainty through Quantization,"5,4,5",0.47,"3,4,4",https://openreview.net/forum?id=BkxgbhCqtQ,,,,
1033,4.64,Sufficient Conditions for Robustness to Adversarial Examples: a Theoretical and Empirical Study with Bayesian Neural Networks,"5,5,4",0.47,"4,3,4",https://openreview.net/forum?id=B1eZRiC9YX,,,,
1034,4.64,How Training Data Affect the Accuracy and Robustness of Neural Networks for Image Classification,"4,5,5",0.47,"4,3,4",https://openreview.net/forum?id=HklKWhC5F7,,,,
1035,4.64,Progressive Weight Pruning Of Deep Neural Networks Using ADMM,"5,5,4",0.47,"3,4,4",https://openreview.net/forum?id=rygo9iR9F7,,,,
1036,4.64,SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning,"5,5,4",0.47,"4,3,4",https://openreview.net/forum?id=Bke96sC5tm,,,,
1037,4.64,Consistency-based anomaly detection with adaptive multiple-hypotheses predictions,"4,5,5",0.47,"4,3,4",https://openreview.net/forum?id=r1ledo0ctX,,,,
1038,4.64,Safe Policy Learning from Observations,"6,5,3",1.25,"4,3,4",https://openreview.net/forum?id=rkx8l3Cctm,,,,
1039,4.64,NSGA-Net: A Multi-Objective Genetic Algorithm for Neural Architecture Search,"6,5,3",1.25,"4,3,4",https://openreview.net/forum?id=B1gIf305Ym,,,,
1040,4.62,Unifying Bilateral Filtering and Adversarial Training for Robust Neural Networks,"4,5,5",0.47,"5,5,3",https://openreview.net/forum?id=Hygp1nR9FQ,,,,
1041,4.62,Pushing the bounds of dropout,"5,5,4",0.47,"3,2,3",https://openreview.net/forum?id=rklwwo05Ym,,,,
1042,4.62,Geometry aware convolutional filters for omnidirectional images representation,"4,6,4",0.94,"4,4,5",https://openreview.net/forum?id=H1fF0iR9KX,,,,
1043,4.62,Generating Realistic Stock Market Order Streams,"5,5,4",0.47,"4,4,5",https://openreview.net/forum?id=rke41hC5Km,,,,
1044,4.62,Differentiable Expected BLEU for Text Generation,"4,4,6",0.94,"4,5,4",https://openreview.net/forum?id=S1x2aiRqFX,,,,
1045,4.62,Learning shared manifold representation of images and attributes for generalized zero-shot learning,"4,5,5",0.47,"5,4,4",https://openreview.net/forum?id=Hkesr205t7,,,,
1046,4.62,PRUNING IN TRAINING: LEARNING AND RANKING SPARSE CONNECTIONS IN DEEP CONVOLUTIONAL NETWORKS,"5,5,4",0.47,"4,4,5",https://openreview.net/forum?id=r1GgDj0cKX,,,,
1047,4.62,Conscious Inference for Object Detection,"4,6,4",0.94,"4,4,5",https://openreview.net/forum?id=HygYqs0qKX,,,,
1048,4.62,Area Attention,"5,4,5",0.47,"4,5,4",https://openreview.net/forum?id=rygp3iRcF7,,,,
1049,4.62,Stability of Stochastic Gradient Method with Momentum for Strongly Convex Loss Functions,"4,6,4",0.94,"5,4,4",https://openreview.net/forum?id=S1lwRjR9YX,,,,
1050,4.6,Cautious Deep Learning,"4,7,4",1.41,"3,2,5",https://openreview.net/forum?id=SJequsCqKQ,,,,
1051,4.6,Object-Oriented Model Learning through Multi-Level Abstraction,"4,4,6",0.94,"4,3,3",https://openreview.net/forum?id=BkxkH30cFm,,,,
1052,4.6,Neural Networks with Structural Resistance to Adversarial Attacks,"5,5,4",0.47,"3,3,4",https://openreview.net/forum?id=BJgolhR9Km,,,,
1053,4.6,DEEP-TRIM: REVISITING L1 REGULARIZATION FOR CONNECTION PRUNING OF DEEP NETWORK,"4,6,4",0.94,"4,3,3",https://openreview.net/forum?id=r1exVhActQ,,,,
1054,4.6,Teaching to Teach by Structured Dark Knowledge,"4,3,6",1.25,"1,4,5",https://openreview.net/forum?id=SJg013C5KX,,,,
1055,4.6,A Proposed Hierarchy of Deep Learning Tasks,"6,4,4",0.94,"3,5,2",https://openreview.net/forum?id=B1g-X3RqKm,,,,
1056,4.6,Theoretical and Empirical Study of Adversarial Examples,"5,5,4",0.47,"2,4,4",https://openreview.net/forum?id=HJlt7209Km,,,,
1057,4.6,Approximation and non-parametric estimation of ResNet-type convolutional neural networks via block-sparse fully-connected neural networks,"4,6,4",0.94,"4,3,3",https://openreview.net/forum?id=HklnzhR9YQ,,,,
1058,4.6,Generative Ensembles for Robust Anomaly Detection,"4,4,6",0.94,"3,4,3",https://openreview.net/forum?id=B1e8CsRctX,,,,
1059,4.58,Inference of unobserved event streams with neural Hawkes particle smoothing,"5,4,5",0.47,"4,5,3",https://openreview.net/forum?id=HJehSnCcFX,,,,
1060,4.58,An investigation of model-free planning,"5,5,4",0.47,"4,3,5",https://openreview.net/forum?id=Hkxr1nCcFm,,,,
1061,4.58,Ergodic Measure Preserving Flows,"5,5,4",0.47,"4,3,5",https://openreview.net/forum?id=HJx4KjRqYQ,,,,
1062,4.58,Convergence Guarantees for RMSProp and ADAM in Non-Convex Optimization and an Empirical Comparison to Nesterov Acceleration,"5,4,5",0.47,"3,5,4",https://openreview.net/forum?id=rkgd0iA9FQ,,,,
1063,4.58,Pumpout: A Meta Approach for Robustly Training Deep Neural Networks with Noisy Labels,"6,5,3",1.25,"3,5,4",https://openreview.net/forum?id=HyG1_j0cYQ,,,,
1064,4.58,Expanding the Reach of Federated Learning by Reducing Client Resource Requirements,"4,5,5",0.47,"5,3,4",https://openreview.net/forum?id=SJlpM3RqKQ,,,,
1065,4.58,Accelerated Sparse Recovery Under Structured Measurements,"4,5,5",0.47,"5,3,4",https://openreview.net/forum?id=ryxyHnR5tX,,,,
1066,4.58,Learned optimizers that outperform on wall-clock and validation loss,"4,5,5",0.47,"5,3,4",https://openreview.net/forum?id=HJxwAo09KQ,,,,
1067,4.57,NEURAL MALWARE CONTROL WITH DEEP REINFORCEMENT LEARNING,"5,4,5",0.47,"2,3,2",https://openreview.net/forum?id=SJg6nj09F7,,,,
1068,4.57,Interpreting Adversarial Robustness: A View from Decision Surface in Input Space,"3,6,5",1.25,"5,4,5",https://openreview.net/forum?id=rylV6i09tX,,,,
1069,4.57,Maximum a Posteriori on a Submanifold: a General Image Restoration Method with GAN,"4,4,6",0.94,"5,5,4",https://openreview.net/forum?id=S1xLZ2R5KQ,,,,
1070,4.57,3D-RelNet: Joint Object and Relational Network for 3D Prediction,"6,3,5",1.25,"4,5,5",https://openreview.net/forum?id=rygk9oA9Ym,,,,
1071,4.56,Fast Binary Functional Search on Graph,"4,5",0.5,"4,5",https://openreview.net/forum?id=Bkg5aoAqKm,,,,
1072,4.56,Noisy Information Bottlenecks for Generalization,"7,5,3",1.63,"2,3,4",https://openreview.net/forum?id=HJeQbnA5tm,,,,
1073,4.56,Unsupervised Expectation Learning for Multisensory Binding,"4,5,5",0.47,"4,3,2",https://openreview.net/forum?id=B1zMDjAqKQ,,,,
1074,4.56,Transfer Value or Policy? A Value-centric Framework Towards Transferrable Continuous Reinforcement Learning,"5,4,5",0.47,"3,4,2",https://openreview.net/forum?id=H1gZV30qKQ,,,,
1075,4.55,On the Convergence and Robustness of Batch Normalization,"6,4,4",0.94,"3,3,5",https://openreview.net/forum?id=SJg7IsC5KQ,,,,
1076,4.55,Learning Hash Codes via Hamming Distance Targets,"4,6,4",0.94,"3,3,5",https://openreview.net/forum?id=rJxNAjC5F7,,,,
1077,4.55,A Study of Robustness of Neural Nets Using Approximate Feature Collisions,"6,4,4",0.94,"3,4,4",https://openreview.net/forum?id=H1gDgn0qY7,,,,
1078,4.55,An Adversarial Learning Framework for a Persona-based Multi-turn Dialogue Model,"6,4,4",0.94,"3,4,4",https://openreview.net/forum?id=rkeYUsRqKQ,,,,
